사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2022-03,4호선,0422,동대문역사문화공원(DDP),"363,010","335,782",2022-04-03 09:19:56
2022-03,4호선,0423,충무로,"641,184","655,631",2022-04-03 09:19:56
2022-03,4호선,0424,명동,"454,177","469,848",2022-04-03 09:19:56
2022-03,4호선,0425,회현(남대문시장),"558,628","591,992",2022-04-03 09:19:56
2022-03,4호선,0426,서울역,"243,198","365,194",2022-04-03 09:19:56
2022-03,4호선,0427,숙대입구(갈월),"342,301","331,003",2022-04-03 09:19:56
2022-03,4호선,0428,삼각지,"116,915","134,640",2022-04-03 09:19:56
2022-03,4호선,0429,신용산,"370,646","388,636",2022-04-03 09:19:56
2022-03,4호선,0430,이촌(국립중앙박물관),"175,797","195,277",2022-04-03 09:19:56
2022-03,4호선,0431,동작(현충원),"39,263","44,628",2022-04-03 09:19:56
2022-03,4호선,0432,총신대입구(이수),"461,900","500,144",2022-04-03 09:19:56
2022-03,4호선,0433,사당,"611,536","519,937",2022-04-03 09:19:56
2022-03,4호선,0434,남태령,"29,103","24,427",2022-04-03 09:19:56
2022-03,경부선,1001,서울역,"156,525","49,447",2022-04-03 09:19:56
2022-03,경부선,1002,남영,"226,786","240,338",2022-04-03 09:19:56
2022-03,경부선,1003,용산,"833,777","834,775",2022-04-03 09:19:56
2022-03,경부선,1004,노량진,"205,521","206,073",2022-04-03 09:19:56
2022-03,경부선,1005,대방,"309,232","318,014",2022-04-03 09:19:56
2022-03,경부선,1006,영등포,"974,395","989,550",2022-04-03 09:19:56
2022-03,경부선,1007,신도림,"101,518","99,597",2022-04-03 09:19:56
2022-03,경부선,1032,신길,"219,813","187,127",2022-04-03 09:19:56
2022-03,경부선,1701,구로,"450,204","463,203",2022-04-03 09:19:56
2022-03,경부선,1702,가산디지털단지,"405,393","474,177",2022-04-03 09:19:56
2022-03,경부선,1703,금천구청,"288,976","288,974",2022-04-03 09:19:56
2022-03,경부선,1704,석수,"238,552","216,803",2022-04-03 09:19:56
2022-03,경부선,1705,관악,"182,507","170,310",2022-04-03 09:19:56
2022-03,경부선,1706,안양,"605,160","598,062",2022-04-03 09:19:56
2022-03,경부선,1707,명학,"243,230","239,482",2022-04-03 09:19:56
2022-03,경부선,1708,금정,"657,223","668,854",2022-04-03 09:19:56
2022-03,경부선,1709,군포,"187,496","186,679",2022-04-03 09:19:56
2022-03,경부선,1710,의왕,"224,873","224,548",2022-04-03 09:19:56
2022-03,경부선,1711,성균관대,"374,662","373,744",2022-04-03 09:19:56
2022-03,경부선,1712,화서,"196,529","189,727",2022-04-03 09:19:56
2022-03,경부선,1713,수원,"947,578","998,430",2022-04-03 09:19:56
2022-03,경부선,1714,독산,"434,070","446,648",2022-04-03 09:19:56
2022-03,경부선,1715,세류,"76,224","70,747",2022-04-03 09:19:56
2022-03,경부선,1716,병점,"380,724","386,906",2022-04-03 09:19:56
2022-03,경부선,1717,세마,"71,840","67,571",2022-04-03 09:19:56
2022-03,경부선,1718,오산대,"96,926","89,064",2022-04-03 09:19:56
2022-03,경부선,1719,오산,"264,659","264,623",2022-04-03 09:19:56
2022-03,경부선,1720,진위,"42,695","37,283",2022-04-03 09:19:56
2022-03,경부선,1721,송탄,"121,079","117,227",2022-04-03 09:19:56
2022-03,경부선,1722,서정리,"193,059","184,509",2022-04-03 09:19:56
2022-03,경부선,1723,평택지제,"92,698","88,276",2022-04-03 09:19:56
2022-03,경부선,1724,평택,"345,420","345,480",2022-04-03 09:19:56
2022-03,경부선,1725,성환,"125,246","122,592",2022-04-03 09:19:56
2022-03,경부선,1726,직산,"21,020","20,583",2022-04-03 09:19:56
2022-03,경부선,1727,두정,"190,339","202,257",2022-04-03 09:19:56
2022-03,경부선,1728,천안,"179,212","171,851",2022-04-03 09:19:56
2022-03,경부선,1729,당정,"156,707","149,318",2022-04-03 09:19:56
2022-03,경부선,1749,서동탄,"33,796","30,637",2022-04-03 09:19:56
2022-03,경부선,1750,광명,"81,892","70,515",2022-04-03 09:19:56
2022-03,경인선,1801,개봉,"528,314","507,785",2022-04-03 09:19:56
2022-03,경인선,1802,오류동,"300,889","280,895",2022-04-03 09:19:56
2022-03,경인선,1803,역곡,"684,623","676,183",2022-04-03 09:19:56
2022-03,경인선,1804,부천,"827,163","830,136",2022-04-03 09:19:56
2022-03,경인선,1805,송내,"648,164","643,832",2022-04-03 09:19:56
2022-03,경인선,1806,부평,"753,556","799,632",2022-04-03 09:19:56
2022-03,경인선,1807,백운,"172,323","170,888",2022-04-03 09:19:56
2022-03,경인선,1808,동암,"368,230","371,926",2022-04-03 09:19:56
2022-03,경인선,1809,주안,"485,542","439,494",2022-04-03 09:19:56
2022-03,경인선,1810,제물포,"264,446","253,697",2022-04-03 09:19:56
2022-03,경인선,1811,동인천,"350,933","335,434",2022-04-03 09:19:56
2022-03,경인선,1812,인천,"93,480","73,206",2022-04-03 09:19:56
2022-03,경인선,1813,구일,"152,990","151,411",2022-04-03 09:19:56
2022-03,경인선,1814,소사,"224,231","216,334",2022-04-03 09:19:56
2022-03,경인선,1815,부개,"212,240","199,483",2022-04-03 09:19:56
2022-03,경인선,1816,간석,"145,921","138,937",2022-04-03 09:19:56
2022-03,경인선,1817,도원,"75,450","74,868",2022-04-03 09:19:56
2022-03,경인선,1821,온수(성공회대입구),"168,932","161,035",2022-04-03 09:19:56
2022-03,경인선,1822,중동,"231,955","219,212",2022-04-03 09:19:56
2022-03,경인선,1823,도화,"105,032","97,533",2022-04-03 09:19:56
2022-03,경원선,1008,이촌(국립중앙박물관),"89,569","70,339",2022-04-03 09:19:56
2022-03,경원선,1009,서빙고,"48,716","46,414",2022-04-03 09:19:56
2022-03,경원선,1010,한남,"97,912","93,454",2022-04-03 09:19:56
2022-03,경원선,1011,옥수,"1,314",839,2022-04-03 09:19:56
2022-03,경원선,1012,응봉,"48,163","42,402",2022-04-03 09:19:56
2022-03,경원선,1013,왕십리(성동구청),"370,953","396,956",2022-04-03 09:19:56
2022-03,경원선,1014,청량리(서울시립대입구),"388,378","397,546",2022-04-03 09:19:56
2022-03,경원선,1016,외대앞,"218,049","217,822",2022-04-03 09:19:56
2022-03,경원선,1017,신이문,"209,054","194,645",2022-04-03 09:19:56
2022-03,경원선,1018,석계,"209,148","230,422",2022-04-03 09:19:56
2022-03,경원선,1019,광운대,"224,833","223,082",2022-04-03 09:19:56
2022-03,경원선,1020,월계,"193,316","180,334",2022-04-03 09:19:56
2022-03,경원선,1021,녹천,"117,925","99,142",2022-04-03 09:19:56
2022-03,경원선,1022,창동,5,0,2022-04-03 09:19:56
2022-03,경원선,1901,방학,"247,551","243,834",2022-04-03 09:19:56
2022-03,경원선,1902,도봉,"150,848","144,423",2022-04-03 09:19:56
2022-03,경원선,1903,도봉산,"215,448","144,170",2022-04-03 09:19:56
2022-03,경원선,1904,망월사,"193,461","197,687",2022-04-03 09:19:56
2022-03,경원선,1905,회룡,"315,237","313,530",2022-04-03 09:19:56
2022-03,경원선,1906,의정부,"481,979","495,521",2022-04-03 09:19:56
2022-03,경원선,1907,가능,"172,020","165,892",2022-04-03 09:19:56
2022-03,경원선,1908,녹양,"116,985","110,761",2022-04-03 09:19:56
2022-03,경원선,1909,양주,"201,371","190,027",2022-04-03 09:19:56
2022-03,경원선,1910,덕계,"80,032","72,892",2022-04-03 09:19:56
2022-03,경원선,1911,덕정,"157,540","151,944",2022-04-03 09:19:56
2022-03,경원선,1912,지행,"168,945","169,112",2022-04-03 09:19:56
2022-03,경원선,1913,동두천중앙,"80,873","78,054",2022-04-03 09:19:56
2022-03,경원선,1914,보산,"42,115","39,086",2022-04-03 09:19:56
2022-03,경원선,1915,동두천,"64,193","70,487",2022-04-03 09:19:56
2022-03,경원선,1916,소요산,"74,741","64,146",2022-04-03 09:19:56
2022-03,안산선,1751,산본,"393,704","423,643",2022-04-03 09:19:56
2022-03,안산선,1752,대야미,"127,130","115,480",2022-04-03 09:19:56
2022-03,안산선,1753,반월,"109,923","106,424",2022-04-03 09:19:56
2022-03,안산선,1754,상록수,"412,412","418,870",2022-04-03 09:19:56
2022-03,안산선,1755,한대앞,"261,778","261,549",2022-04-03 09:19:56
2022-03,안산선,1756,중앙,"462,642","477,982",2022-04-03 09:19:56
2022-03,안산선,1757,고잔,"219,129","208,536",2022-04-03 09:19:56
2022-03,안산선,1758,초지,"122,675","130,219",2022-04-03 09:19:56
2022-03,안산선,1759,안산,"303,061","278,840",2022-04-03 09:19:56
2022-03,안산선,1760,신길온천,"44,732","41,679",2022-04-03 09:19:56
2022-03,안산선,1761,정왕,"254,750","260,995",2022-04-03 09:19:56
2022-03,안산선,1762,오이도,"214,226","212,446",2022-04-03 09:19:56
2022-03,안산선,1763,수리산,"105,230","87,715",2022-04-03 09:19:56
2022-03,과천선,1450,선바위,"194,782","174,327",2022-04-03 09:19:56
2022-03,과천선,1451,경마공원,"110,717","111,668",2022-04-03 09:19:56
2022-03,과천선,1452,대공원,"78,214","81,424",2022-04-03 09:19:56
2022-03,과천선,1453,과천,"153,287","143,028",2022-04-03 09:19:56
2022-03,과천선,1454,정부과천청사,"244,329","244,128",2022-04-03 09:19:56
2022-03,과천선,1455,인덕원,"580,094","598,267",2022-04-03 09:19:56
2022-03,과천선,1456,평촌,"411,580","403,066",2022-04-03 09:19:56
2022-03,과천선,1457,범계,"644,804","639,324",2022-04-03 09:19:56
2022-03,분당선,1023,선릉,"289,818","436,287",2022-04-03 09:19:56
2022-03,분당선,1024,한티,"362,428","379,592",2022-04-03 09:19:56
2022-03,분당선,1025,도곡,"164,587","161,160",2022-04-03 09:19:56
2022-03,분당선,1026,구룡,"56,419","54,379",2022-04-03 09:19:56
2022-03,분당선,1027,개포동,"92,897","95,971",2022-04-03 09:19:56
2022-03,분당선,1028,대모산입구,"109,246","102,945",2022-04-03 09:19:56
2022-03,분당선,1030,수서,"334,135","339,484",2022-04-03 09:19:56
2022-03,분당선,1031,복정,14,0,2022-04-03 09:19:56
2022-03,분당선,1846,수원,"215,531","177,608",2022-04-03 09:19:56
2022-03,분당선,1847,서울숲,"250,910","255,233",2022-04-03 09:19:56
2022-03,분당선,1848,압구정로데오,"483,837","530,794",2022-04-03 09:19:56
2022-03,분당선,1849,강남구청,"231,146","267,470",2022-04-03 09:19:56
2022-03,분당선,1850,선정릉,"180,723","191,211",2022-04-03 09:19:56
2022-03,분당선,1851,가천대,"211,754","235,421",2022-04-03 09:19:56
2022-03,분당선,1852,태평,"342,804","331,866",2022-04-03 09:19:56
2022-03,분당선,1853,모란,"535,957","547,312",2022-04-03 09:19:56
2022-03,분당선,1854,야탑,"635,763","656,137",2022-04-03 09:19:56
2022-03,분당선,1855,서현,"605,216","611,790",2022-04-03 09:19:56
2022-03,분당선,1856,수내,"316,041","313,404",2022-04-03 09:19:56
2022-03,분당선,1857,정자,"401,246","422,389",2022-04-03 09:19:56
2022-03,분당선,1858,미금,"379,120","401,462",2022-04-03 09:19:56
2022-03,분당선,1859,오리,"281,327","233,750",2022-04-03 09:19:56
2022-03,분당선,1860,이매,"141,636","134,601",2022-04-03 09:19:56
2022-03,분당선,1861,보정,"60,668","53,876",2022-04-03 09:19:56
2022-03,분당선,1862,죽전,"347,416","381,844",2022-04-03 09:19:56
2022-03,분당선,1863,구성,"120,319","126,803",2022-04-03 09:19:56
2022-03,분당선,1864,신갈,"106,209","107,394",2022-04-03 09:19:56
2022-03,분당선,1865,기흥,"238,616","225,937",2022-04-03 09:19:56
2022-03,분당선,1866,상갈,"130,475","127,948",2022-04-03 09:19:56
2022-03,분당선,1867,청명,"103,394","102,291",2022-04-03 09:19:56
2022-03,분당선,1868,영통,"211,928","214,482",2022-04-03 09:19:56
2022-03,분당선,1869,망포,"346,890","331,502",2022-04-03 09:19:56
2022-03,분당선,1870,매탄권선,"125,212","121,444",2022-04-03 09:19:56
2022-03,분당선,1871,수원시청,"322,056","342,122",2022-04-03 09:19:56
2022-03,분당선,1872,매교,"78,507","78,419",2022-04-03 09:19:56
2022-03,일산선,1948,원흥,"257,696","246,921",2022-04-03 09:19:56
2022-03,일산선,1949,지축,9,0,2022-04-03 09:19:56
2022-03,일산선,1950,삼송,"484,338","471,807",2022-04-03 09:19:56
2022-03,일산선,1951,원당,"278,008","264,630",2022-04-03 09:19:56
2022-03,일산선,1952,화정,"418,452","430,694",2022-04-03 09:19:56
2022-03,일산선,1953,대곡,"50,279","41,062",2022-04-03 09:19:56
2022-03,일산선,1954,백석,"242,468","241,401",2022-04-03 09:19:56
2022-03,일산선,1955,마두,"178,544","182,658",2022-04-03 09:19:56
2022-03,일산선,1956,정발산,"184,023","186,150",2022-04-03 09:19:56
2022-03,일산선,1957,주엽,"216,682","218,114",2022-04-03 09:19:56
2022-03,일산선,1958,대화,"307,736","256,435",2022-04-03 09:19:56
2022-03,중앙선,1015,회기,"634,136","616,712",2022-04-03 09:19:56
2022-03,중앙선,1201,중랑,"142,504","136,215",2022-04-03 09:19:56
2022-03,중앙선,1202,상봉(시외버스터미널),"143,906","144,428",2022-04-03 09:19:56
2022-03,중앙선,1203,망우,"196,035","193,158",2022-04-03 09:19:56
2022-03,중앙선,1204,양원,"67,725","65,352",2022-04-03 09:19:56
2022-03,중앙선,1205,구리,"329,339","337,884",2022-04-03 09:19:56
2022-03,중앙선,1206,도농,"252,316","233,735",2022-04-03 09:19:56
2022-03,중앙선,1207,양정,"19,106","16,168",2022-04-03 09:19:56
2022-03,중앙선,1208,덕소,"137,921","140,822",2022-04-03 09:19:56
2022-03,중앙선,1209,도심,"58,474","47,373",2022-04-03 09:19:56
2022-03,중앙선,1210,팔당,"25,939","27,012",2022-04-03 09:19:56
2022-03,중앙선,1211,운길산,"23,039","21,782",2022-04-03 09:19:56
2022-03,중앙선,1212,양수,"49,248","48,940",2022-04-03 09:19:56
2022-03,중앙선,1213,신원,"6,313","5,413",2022-04-03 09:19:56
2022-03,중앙선,1214,국수,"18,607","18,576",2022-04-03 09:19:56
2022-03,중앙선,1215,아신,"14,079","13,752",2022-04-03 09:19:56
2022-03,중앙선,1216,오빈,"7,835","7,676",2022-04-03 09:19:56
2022-03,중앙선,1217,양평,"73,607","74,430",2022-04-03 09:19:56
2022-03,중앙선,1218,원덕,"9,953","9,564",2022-04-03 09:19:56
2022-03,중앙선,1219,용문,"51,861","51,194",2022-04-03 09:19:56
2022-03,중앙선,1220,지평,"1,706","1,933",2022-04-03 09:19:56
2022-03,장항선,1401,봉명,"30,895","29,829",2022-04-03 09:19:56
2022-03,장항선,1402,쌍용(나사렛대),"67,086","62,651",2022-04-03 09:19:56
2022-03,장항선,1403,아산,"101,698","87,534",2022-04-03 09:19:56
2022-03,장항선,1404,탕정,"19,811","18,068",2022-04-03 09:19:56
2022-03,장항선,1405,배방,"30,725","30,414",2022-04-03 09:19:56
2022-03,장항선,1407,온양온천,"101,599","104,967",2022-04-03 09:19:56
2022-03,장항선,1408,신창(순천향대),"73,241","69,575",2022-04-03 09:19:56
2022-03,경의선,1252,신촌,"19,748","24,517",2022-04-03 09:19:56
2022-03,경의선,1261,효창공원앞,"72,976","80,147",2022-04-03 09:19:56
2022-03,경의선,1263,서강대,"54,082","53,569",2022-04-03 09:19:56
2022-03,경의선,1265,가좌,"131,596","128,094",2022-04-03 09:19:56
2022-03,경의선,1267,수색,"66,004","68,333",2022-04-03 09:19:56
2022-03,경의선,1268,화전,"80,099","75,645",2022-04-03 09:19:56
2022-03,경의선,1269,강매,"78,061","68,882",2022-04-03 09:19:56
2022-03,경의선,1270,행신,"190,419","194,405",2022-04-03 09:19:56
2022-03,경의선,1271,능곡,"95,642","90,351",2022-04-03 09:19:56
2022-03,경의선,1272,곡산,"14,794","15,477",2022-04-03 09:19:56
2022-03,경의선,1273,백마,"171,619","167,130",2022-04-03 09:19:56
2022-03,경의선,1274,풍산,"139,105","130,326",2022-04-03 09:19:56
2022-03,경의선,1275,일산,"234,131","231,522",2022-04-03 09:19:56
2022-03,경의선,1276,탄현,"189,747","182,641",2022-04-03 09:19:56
2022-03,경의선,1277,야당,"189,508","188,420",2022-04-03 09:19:56
2022-03,경의선,1278,운정,"172,146","163,918",2022-04-03 09:19:56
2022-03,경의선,1279,금릉,"120,144","117,573",2022-04-03 09:19:56
2022-03,경의선,1280,금촌,"163,326","163,642",2022-04-03 09:19:56
2022-03,경의선,1282,월롱,"69,569","67,692",2022-04-03 09:19:56
2022-03,경의선,1283,파주,"36,897","26,887",2022-04-03 09:19:56
2022-03,경의선,1284,문산,"128,771","128,536",2022-04-03 09:19:56
2022-03,경의선,1285,임진강,542,383,2022-04-03 09:19:56
2022-03,경의선,1291,서울역,"92,531","114,235",2022-04-03 09:19:56
2022-03,경의선,1292,공덕,"83,647","72,520",2022-04-03 09:19:56
2022-03,경의선,1293,홍대입구,"45,423","52,027",2022-04-03 09:19:56
2022-03,경의선,1294,디지털미디어시티,"61,683","57,523",2022-04-03 09:19:56
2022-03,경의선,1296,계양,3,0,2022-04-03 09:19:56
2022-03,경의선,1297,검암,2,0,2022-04-03 09:19:56
2022-03,경춘선,1311,신내,"52,970","50,125",2022-04-03 09:19:56
2022-03,경춘선,1312,갈매,"73,743","64,478",2022-04-03 09:19:56
2022-03,경춘선,1313,별내,"82,091","78,344",2022-04-03 09:19:56
2022-03,경춘선,1314,퇴계원,"88,033","81,832",2022-04-03 09:19:56
2022-03,경춘선,1315,사릉,"74,247","72,493",2022-04-03 09:19:56
2022-03,경춘선,1316,금곡,"38,183","36,849",2022-04-03 09:19:56
2022-03,경춘선,1317,평내호평,"154,554","151,803",2022-04-03 09:19:56
2022-03,경춘선,1318,천마산,"43,559","41,381",2022-04-03 09:19:56
2022-03,경춘선,1319,마석,"100,324","99,528",2022-04-03 09:19:56
2022-03,경춘선,1320,대성리,"12,802","11,476",2022-04-03 09:19:56
2022-03,경춘선,1321,청평,"39,957","39,464",2022-04-03 09:19:56
2022-03,경춘선,1322,상천,"7,302","6,697",2022-04-03 09:19:56
2022-03,경춘선,1323,가평,"38,352","37,842",2022-04-03 09:19:56
2022-03,경춘선,1324,굴봉산,"3,294","3,307",2022-04-03 09:19:56
2022-03,경춘선,1325,백양리,"2,705","2,504",2022-04-03 09:19:56
2022-03,경춘선,1326,강촌,"11,107","10,976",2022-04-03 09:19:56
2022-03,경춘선,1327,김유정,"8,285","8,728",2022-04-03 09:19:56
2022-03,경춘선,1328,남춘천,"69,871","69,426",2022-04-03 09:19:56
2022-03,경춘선,1329,춘천,"39,900","35,924",2022-04-03 09:19:56
2022-03,수인선,1873,고색,"123,320","119,206",2022-04-03 09:19:56
2022-03,수인선,1874,오목천,"83,596","77,777",2022-04-03 09:19:56
2022-03,수인선,1875,어천,"18,841","19,329",2022-04-03 09:19:56
2022-03,수인선,1876,야목,"9,536","7,424",2022-04-03 09:19:56
2022-03,수인선,1877,사리,"119,787","106,644",2022-04-03 09:19:56
2022-03,수인선,1878,달월,"2,541","1,694",2022-04-03 09:19:56
2022-03,수인선,1879,월곶,"70,482","65,508",2022-04-03 09:19:56
2022-03,수인선,1880,소래포구,"133,718","126,780",2022-04-03 09:19:56
2022-03,수인선,1881,인천논현,"139,036","148,713",2022-04-03 09:19:56
2022-03,수인선,1882,호구포,"100,332","103,999",2022-04-03 09:19:56
